Student ID,CGPA,Past Events,Interest Domain,Performance Score,Recommended Events,Message
S04782,6.68,"['Web Development', 'IoT']",Cloud Computing,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04783,9.97,[],Cloud Computing,58,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04784,9.79,[],Embedded Systems,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04785,5.76,"['AR/VR', 'Web Development', 'Embedded Systems']",Blockchain,51,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04786,8.35,"['Web Development', 'AR/VR']",Cybersecurity,59,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04787,6.95,['IoT'],Embedded Systems,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04788,8.62,['IoT'],Embedded Systems,88,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04789,7.94,['Cloud Computing'],Embedded Systems,67,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04790,5.41,"['Cybersecurity', 'Embedded Systems', 'IoT']",Web Development,71,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04791,8.54,"['IoT', 'Blockchain', 'Cloud Computing']",AR/VR,63,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04792,5.38,[],Embedded Systems,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04793,9.04,[],Cybersecurity,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04794,6.94,"['AR/VR', 'Cloud Computing']",Cloud Computing,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04795,6.33,['Embedded Systems'],Embedded Systems,56,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04796,8.27,[],AR/VR,68,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04797,5.6,"['Embedded Systems', 'Blockchain']",IoT,78,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04798,7.66,['Blockchain'],IoT,57,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04799,9.76,[],Cybersecurity,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04800,5.04,['AR/VR'],IoT,86,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04801,7.93,[],AI/ML,84,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04802,9.65,"['Blockchain', 'AR/VR']",AR/VR,54,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04803,6.55,"['AR/VR', 'Embedded Systems']",AR/VR,66,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04804,5.04,"['Embedded Systems', 'Cybersecurity']",IoT,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04805,9.22,"['IoT', 'Cloud Computing', 'Web Development']",Embedded Systems,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04806,9.88,"['AI/ML', 'IoT']",IoT,56,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04807,9.96,"['Embedded Systems', 'Blockchain']",Cloud Computing,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04808,9.62,"['Cloud Computing', 'Cybersecurity', 'AR/VR']",IoT,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04809,5.83,"['Cloud Computing', 'AR/VR']",IoT,82,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04810,8.79,[],Embedded Systems,63,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04811,7.42,"['Embedded Systems', 'AR/VR']",Blockchain,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04812,8.84,"['Cloud Computing', 'AI/ML', 'Web Development']",Web Development,41,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04813,5.2,"['AI/ML', 'Cybersecurity']",Web Development,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04814,6.43,"['IoT', 'Embedded Systems', 'Cloud Computing']",Embedded Systems,75,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04815,5.95,[],Blockchain,66,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04816,6.9,"['Web Development', 'AR/VR']",AR/VR,59,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04817,8.66,"['AR/VR', 'Blockchain']",AI/ML,58,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04818,7.17,"['IoT', 'AR/VR']",AI/ML,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04819,8.42,['Embedded Systems'],Web Development,77,"['Coding Marathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04820,7.71,[],Blockchain,65,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04821,6.86,['Cloud Computing'],AI/ML,89,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04822,8.4,[],Blockchain,50,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04823,8.04,['AR/VR'],Blockchain,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04824,9.82,['Cybersecurity'],IoT,62,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04825,9.53,"['Blockchain', 'AR/VR', 'Cybersecurity']",IoT,96,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04826,5.56,['Cybersecurity'],IoT,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04827,7.07,"['Blockchain', 'Embedded Systems']",Blockchain,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04828,6.08,[],AI/ML,90,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04829,9.98,"['Blockchain', 'Cybersecurity', 'AR/VR']",IoT,92,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04830,8.03,['AI/ML'],Blockchain,80,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04831,8.23,[],IoT,67,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04832,9.1,['IoT'],IoT,90,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04833,7.7,['Web Development'],Embedded Systems,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04834,9.15,"['IoT', 'Cybersecurity']",AI/ML,53,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04835,7.19,"['Web Development', 'Embedded Systems', 'AR/VR']",Cybersecurity,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04836,6.99,"['AI/ML', 'IoT']",IoT,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04837,7.37,[],AR/VR,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04838,9.58,[],Blockchain,52,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04839,8.13,['Web Development'],Embedded Systems,72,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04840,8.88,['IoT'],AR/VR,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04841,5.91,"['Embedded Systems', 'AI/ML']",Blockchain,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04842,5.18,"['Cybersecurity', 'Web Development', 'Blockchain']",AI/ML,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04843,6.55,['Cloud Computing'],Cybersecurity,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04844,8.44,['Cybersecurity'],Web Development,65,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04845,9.0,"['Cloud Computing', 'IoT']",AR/VR,83,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04846,6.71,['Embedded Systems'],AR/VR,86,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04847,5.83,['Embedded Systems'],IoT,93,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04848,9.59,"['AI/ML', 'Cloud Computing', 'Web Development']",Embedded Systems,95,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04849,9.79,"['Blockchain', 'Embedded Systems']",Cloud Computing,92,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04850,9.59,[],AI/ML,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04851,6.34,"['Cloud Computing', 'IoT']",IoT,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04852,7.64,[],Blockchain,54,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04853,9.65,[],Embedded Systems,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04854,5.04,['Blockchain'],Cloud Computing,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04855,5.9,[],Blockchain,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04856,5.27,['AI/ML'],AI/ML,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04857,7.04,"['Web Development', 'IoT']",Blockchain,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04858,9.84,"['Web Development', 'AI/ML']",Cybersecurity,54,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04859,5.74,"['Blockchain', 'IoT', 'Cybersecurity']",IoT,60,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04860,7.54,['IoT'],Blockchain,53,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04861,6.76,['Embedded Systems'],Embedded Systems,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04862,5.78,"['Blockchain', 'Cybersecurity']",Embedded Systems,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04863,7.02,"['AR/VR', 'Embedded Systems', 'Cloud Computing']",Cybersecurity,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04864,9.68,['AI/ML'],Embedded Systems,98,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04865,7.49,[],Cybersecurity,81,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04866,8.51,[],Blockchain,67,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04867,9.7,"['Cloud Computing', 'Embedded Systems', 'Web Development']",IoT,99,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04868,7.33,[],Cloud Computing,68,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04869,5.19,['AR/VR'],AI/ML,51,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04870,8.09,"['Cybersecurity', 'AI/ML', 'Cloud Computing']",Cloud Computing,56,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04871,9.27,"['AI/ML', 'Web Development']",Embedded Systems,61,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04872,5.55,[],IoT,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04873,7.2,['AR/VR'],AI/ML,91,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04874,6.91,"['Embedded Systems', 'AR/VR', 'AI/ML']",Blockchain,99,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04875,6.28,['Embedded Systems'],Blockchain,51,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04876,9.98,[],Blockchain,55,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04877,6.81,"['AR/VR', 'Cloud Computing']",Web Development,88,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04878,7.88,[],Cloud Computing,84,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04879,5.36,['Embedded Systems'],AR/VR,81,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04880,5.76,"['Embedded Systems', 'Blockchain', 'IoT']",IoT,51,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04881,6.98,[],Web Development,72,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04882,9.78,['Cybersecurity'],Embedded Systems,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04883,5.66,[],AR/VR,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04884,5.62,"['Cybersecurity', 'AI/ML', 'IoT']",AI/ML,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04885,9.92,['Web Development'],Blockchain,67,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04886,6.62,[],IoT,62,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04887,8.63,"['Web Development', 'AR/VR', 'AI/ML']",Web Development,73,"['Coding Marathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04888,7.75,['Blockchain'],Cybersecurity,85,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04889,5.62,"['Cloud Computing', 'Cybersecurity']",Cloud Computing,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04890,5.91,"['AR/VR', 'Blockchain']",Blockchain,57,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04891,5.23,['AI/ML'],AR/VR,88,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04892,8.03,['Web Development'],Embedded Systems,69,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04893,7.63,[],AI/ML,53,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04894,5.55,[],AI/ML,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04895,7.46,"['Cybersecurity', 'AR/VR']",IoT,99,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04896,8.07,"['Embedded Systems', 'AR/VR']",Blockchain,85,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04897,7.23,['Cloud Computing'],Blockchain,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04898,8.7,"['Cybersecurity', 'AR/VR']",Cloud Computing,82,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04899,6.81,"['IoT', 'Embedded Systems']",Embedded Systems,79,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04900,7.6,"['Web Development', 'Cybersecurity']",Embedded Systems,91,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04901,8.39,"['Cloud Computing', 'Web Development', 'Blockchain']",IoT,93,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04902,7.45,"['AR/VR', 'Cloud Computing']",IoT,79,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04903,6.47,[],Embedded Systems,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04904,7.84,['Cloud Computing'],IoT,75,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04905,5.57,"['IoT', 'AI/ML', 'Embedded Systems']",AR/VR,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04906,7.4,"['Cloud Computing', 'Web Development']",Blockchain,53,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04907,6.52,['Cybersecurity'],Cybersecurity,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04908,6.8,"['AI/ML', 'AR/VR', 'Cybersecurity']",IoT,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04909,6.68,[],AR/VR,76,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04910,7.32,"['Cloud Computing', 'Embedded Systems']",Web Development,59,"['Coding Marathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04911,9.43,"['Cloud Computing', 'Blockchain', 'Web Development']",Embedded Systems,82,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04912,8.85,"['Cloud Computing', 'IoT']",Embedded Systems,95,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04913,9.51,[],AI/ML,88,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04914,6.77,"['AI/ML', 'Web Development']",AR/VR,90,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04915,8.71,"['Cybersecurity', 'AI/ML']",Embedded Systems,57,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04916,9.91,[],Embedded Systems,83,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04917,7.84,"['Cybersecurity', 'Embedded Systems', 'Cloud Computing']",Cybersecurity,76,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04918,6.42,"['Web Development', 'Blockchain']",AR/VR,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04919,8.05,[],Embedded Systems,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04920,9.59,[],Cybersecurity,55,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04921,7.59,['IoT'],Cybersecurity,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04922,8.24,"['IoT', 'Cybersecurity']",Web Development,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04923,9.74,['Blockchain'],Blockchain,54,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04924,6.6,[],IoT,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04925,9.82,['Embedded Systems'],AI/ML,84,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04926,8.81,"['Cybersecurity', 'AR/VR', 'Web Development']",AR/VR,82,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04927,7.85,[],Blockchain,86,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04928,6.74,"['IoT', 'Embedded Systems', 'Cloud Computing']",AR/VR,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04929,8.9,[],Cloud Computing,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04930,7.36,"['Blockchain', 'Cloud Computing', 'IoT']",IoT,68,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04931,6.29,"['AR/VR', 'AI/ML', 'Cybersecurity']",IoT,84,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04932,7.03,['Cloud Computing'],AR/VR,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04933,9.18,"['Embedded Systems', 'Cloud Computing', 'IoT']",Cybersecurity,54,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04934,6.18,[],IoT,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04935,7.43,"['AI/ML', 'Cloud Computing', 'IoT']",Blockchain,80,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04936,8.67,[],Blockchain,56,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04937,8.18,"['Blockchain', 'Cloud Computing']",AR/VR,73,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04938,7.63,['AR/VR'],Cloud Computing,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04939,9.67,['Cloud Computing'],Web Development,57,"['UI/UX Workshop', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04940,8.69,"['Cybersecurity', 'AI/ML', 'Blockchain']",Cloud Computing,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04941,7.15,"['Web Development', 'AI/ML']",Web Development,95,"['Hackathon', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04942,9.53,"['Web Development', 'Blockchain']",IoT,87,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04943,5.61,"['IoT', 'AR/VR', 'Cybersecurity']",Blockchain,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04944,9.17,[],Embedded Systems,66,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04945,6.81,[],IoT,65,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04946,8.89,"['Cybersecurity', 'IoT']",IoT,82,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04947,7.54,[],Cybersecurity,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04948,9.6,"['Cloud Computing', 'Cybersecurity', 'Blockchain']",Cybersecurity,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04949,7.23,[],AR/VR,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04950,5.34,"['Cybersecurity', 'Web Development', 'AR/VR']",Cybersecurity,72,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04951,6.16,"['AI/ML', 'Cloud Computing']",Embedded Systems,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04952,8.99,[],AR/VR,92,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04953,8.16,[],AR/VR,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04954,9.75,"['Cloud Computing', 'IoT']",Embedded Systems,86,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04955,9.66,['Web Development'],Embedded Systems,55,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04956,9.39,[],Web Development,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04957,9.39,"['IoT', 'Cybersecurity']",IoT,72,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04958,8.38,[],Web Development,96,"['UI/UX Workshop', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04959,5.95,[],Cybersecurity,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04960,5.38,"['Cloud Computing', 'Web Development', 'Cybersecurity']",AR/VR,67,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04961,5.28,[],Blockchain,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04962,8.96,['IoT'],IoT,69,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04963,7.31,"['Blockchain', 'IoT', 'Embedded Systems']",Web Development,53,"['UI/UX Workshop', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04964,7.68,"['Embedded Systems', 'Blockchain']",Web Development,87,"['UI/UX Workshop', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04965,9.35,"['IoT', 'AI/ML', 'Embedded Systems']",IoT,83,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04966,6.83,"['IoT', 'Web Development', 'Blockchain']",Web Development,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04967,5.83,"['AI/ML', 'Web Development']",Web Development,93,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04968,6.77,[],Cybersecurity,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04969,9.93,"['AR/VR', 'Embedded Systems', 'Web Development']",Embedded Systems,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04970,5.71,[],Blockchain,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04971,6.32,"['Cloud Computing', 'Web Development']",AR/VR,91,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04972,9.18,[],AR/VR,41,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04973,9.73,"['AI/ML', 'AR/VR', 'Cybersecurity']",IoT,82,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04974,5.97,['IoT'],Cybersecurity,94,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04975,6.52,['AI/ML'],Web Development,81,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04976,7.43,"['AR/VR', 'Cybersecurity']",Cybersecurity,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04977,8.04,"['AR/VR', 'Web Development', 'Blockchain']",AR/VR,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04978,5.78,[],Web Development,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04979,7.6,"['Cloud Computing', 'Embedded Systems']",Cloud Computing,76,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04980,6.81,"['Cloud Computing', 'Cybersecurity', 'Embedded Systems']",AI/ML,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04981,9.63,[],AR/VR,87,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04982,7.41,"['Cybersecurity', 'Blockchain', 'Web Development']",Cybersecurity,98,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04983,8.13,"['AI/ML', 'AR/VR']",IoT,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04984,5.1,[],Embedded Systems,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04985,7.02,[],IoT,68,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04986,9.09,"['AR/VR', 'Cloud Computing']",AR/VR,71,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04987,6.9,[],Blockchain,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04988,5.78,['Cybersecurity'],Cloud Computing,67,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04989,9.64,"['Web Development', 'AI/ML', 'Embedded Systems']",AR/VR,60,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04990,7.08,[],AR/VR,61,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04991,9.17,"['Cybersecurity', 'Blockchain']",Blockchain,67,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S04992,6.26,[],Cloud Computing,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S04993,7.63,"['Web Development', 'Blockchain']",Embedded Systems,69,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
